934550851                    metaneos@cs.wisc.edu        0       0
934551102                    metaneos@cs.wisc.edu        4       5
934551363                    metaneos@cs.wisc.edu        6       7
934551603                    metaneos@cs.wisc.edu       10      11
934551843                    metaneos@cs.wisc.edu       17      18
934552119                    metaneos@cs.wisc.edu       24      25
934552359                    metaneos@cs.wisc.edu       33      34
934552600                    metaneos@cs.wisc.edu       37      38
934552844                    metaneos@cs.wisc.edu       36      37
934553104                    metaneos@cs.wisc.edu       38      39
934553344                    metaneos@cs.wisc.edu       39      40
934553614                    metaneos@cs.wisc.edu       43      44
934553875                    metaneos@cs.wisc.edu       50      51
934554126                    metaneos@cs.wisc.edu       54      55
934554367                    metaneos@cs.wisc.edu       60      61
934554610                    metaneos@cs.wisc.edu       66      67
934554874                    metaneos@cs.wisc.edu       68      69
934555115                    metaneos@cs.wisc.edu       73      74
934555355                    metaneos@cs.wisc.edu       77      78
934555616                    metaneos@cs.wisc.edu       84      85
934555864                    metaneos@cs.wisc.edu       92      93
934556105                    metaneos@cs.wisc.edu       94      95
934556345                    metaneos@cs.wisc.edu       94      95
934556619                    metaneos@cs.wisc.edu       98      99
934556859                    metaneos@cs.wisc.edu      104     105
934557112                    metaneos@cs.wisc.edu      107     108
934557375                    metaneos@cs.wisc.edu      111     112
934557634                    metaneos@cs.wisc.edu      110     111
934557874                    metaneos@cs.wisc.edu      110     111
934558114                    metaneos@cs.wisc.edu      110     111
934558380                    metaneos@cs.wisc.edu      109     110
934558621                    metaneos@cs.wisc.edu      112     113
934558862                    metaneos@cs.wisc.edu      119     120
934559110                    metaneos@cs.wisc.edu      120     121
934559372                    metaneos@cs.wisc.edu      119     120
934559612                    metaneos@cs.wisc.edu      121     122
934559852                    metaneos@cs.wisc.edu      120     121
934560099                    metaneos@cs.wisc.edu      120     121
934560357                    metaneos@cs.wisc.edu      120     121
934560597                    metaneos@cs.wisc.edu      120     121
934560880                    metaneos@cs.wisc.edu      121     122
934561151                    metaneos@cs.wisc.edu      121     122
934561392                    metaneos@cs.wisc.edu      121     122
934561632                    metaneos@cs.wisc.edu      118     119
934561887                    metaneos@cs.wisc.edu      116     117
934562141                    metaneos@cs.wisc.edu      119     120
934562381                    metaneos@cs.wisc.edu      119     120
934562621                    metaneos@cs.wisc.edu      117     118
934562879                    metaneos@cs.wisc.edu      115     116
934563119                    metaneos@cs.wisc.edu      116     117
934563359                    metaneos@cs.wisc.edu      114     115
934563599                    metaneos@cs.wisc.edu      113     114
934563864                    metaneos@cs.wisc.edu      116     117
934564104                    metaneos@cs.wisc.edu      117     118
934564363                    metaneos@cs.wisc.edu      118     119
934564631                    metaneos@cs.wisc.edu      118     119
934564886                    metaneos@cs.wisc.edu      118     119
934565151                    metaneos@cs.wisc.edu      119     120
934565392                    metaneos@cs.wisc.edu      119     120
934565653                    metaneos@cs.wisc.edu      117     118
934565893                    metaneos@cs.wisc.edu      118     119
934566133                    metaneos@cs.wisc.edu      118     119
934566387                    metaneos@cs.wisc.edu      118     119
934566639                    metaneos@cs.wisc.edu      116     117
934566879                    metaneos@cs.wisc.edu      115     116
934567119                    metaneos@cs.wisc.edu      118     119
934567379                    metaneos@cs.wisc.edu      118     119
934567630                    metaneos@cs.wisc.edu      117     118
934567879                    metaneos@cs.wisc.edu      116     117
934568139                    metaneos@cs.wisc.edu      114     115
934568421                    metaneos@cs.wisc.edu      115     116
934568661                    metaneos@cs.wisc.edu      116     117
934568901                    metaneos@cs.wisc.edu      116     117
934569148                    metaneos@cs.wisc.edu      116     117
934569393                    metaneos@cs.wisc.edu      118     119
934569633                    metaneos@cs.wisc.edu      117     118
934569873                    metaneos@cs.wisc.edu      117     118
934570142                    metaneos@cs.wisc.edu      119     120
934570383                    metaneos@cs.wisc.edu      120     121
934570624                    metaneos@cs.wisc.edu      122     123
934570878                    metaneos@cs.wisc.edu      122     123
934571145                    metaneos@cs.wisc.edu      123     124
934571385                    metaneos@cs.wisc.edu      123     124
934571656                    metaneos@cs.wisc.edu      123     124
934571931                    metaneos@cs.wisc.edu      123     124
934572173                    metaneos@cs.wisc.edu      123     124
934572413                    metaneos@cs.wisc.edu      123     124
934572657                    metaneos@cs.wisc.edu      123     124
934572932                    metaneos@cs.wisc.edu      123     124
934580659                    metaneos@cs.wisc.edu        2       3
934580932                    metaneos@cs.wisc.edu        8       9
934581172                    metaneos@cs.wisc.edu       10      11
934581412                    metaneos@cs.wisc.edu       17      18
934581658                    metaneos@cs.wisc.edu       26      27
934581934                    metaneos@cs.wisc.edu       35      36
934582174                    metaneos@cs.wisc.edu       45      46
934582447                    metaneos@cs.wisc.edu       52      53
934582719                    metaneos@cs.wisc.edu       58      59
934582971                    metaneos@cs.wisc.edu       61      62
934583211                    metaneos@cs.wisc.edu       66      67
934583460                    metaneos@cs.wisc.edu       68      69
934583737                    metaneos@cs.wisc.edu       72      73
934583977                    metaneos@cs.wisc.edu       75      76
934584217                    metaneos@cs.wisc.edu       78      79
934584488                    metaneos@cs.wisc.edu       79      80
934584742                    metaneos@cs.wisc.edu       79      80
934584982                    metaneos@cs.wisc.edu       79      80
934585225                    metaneos@cs.wisc.edu       79      80
934585493                    metaneos@cs.wisc.edu       79      80
934588226                    metaneos@cs.wisc.edu        1       2
934588466                    metaneos@cs.wisc.edu        2       3
934588706                    metaneos@cs.wisc.edu        2       3
934588962                    metaneos@cs.wisc.edu        2       3
934589216                    metaneos@cs.wisc.edu        3       4
934589460                    metaneos@cs.wisc.edu        3       4
934589733                    metaneos@cs.wisc.edu        2       3
934589985                    metaneos@cs.wisc.edu        3       4
934590225                    metaneos@cs.wisc.edu        3       4
934590466                    metaneos@cs.wisc.edu        3       4
934590720                    metaneos@cs.wisc.edu        3       4
934590972                    metaneos@cs.wisc.edu        3       4
934830642                    metaneos@cs.wisc.edu        1       1
934830921                    metaneos@cs.wisc.edu        3       4
934831181                    metaneos@cs.wisc.edu        1       2
934831422                    metaneos@cs.wisc.edu        0       1
934831994                    metaneos@cs.wisc.edu        2       3
934832234                    metaneos@cs.wisc.edu        2       3
